Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Energy_efficiency,Energy_ratio,CO2_per_capita
United States,all_energy_types,1980,78.021113112,67.14659464,7080.75,227119.0,343.5252581774312,11.018763988560536,4946.62713,0.860620823796893,0.860620823796893,0.021779891290468874
United States,coal,1980,15.422809494,18.5977255,7080.75,227119.0,343.5252581774312,11.018763988560536,1409.790188,1.205858472623626,1.205858472623626,0.006207275428299702
United States,natural_gas,1980,20.235459103,19.907600094,7080.75,227119.0,343.5252581774312,11.018763988560536,1081.593377,0.9837977973550699,0.9837977973550699,0.004762232032546814
United States,petroleum_n_other_liquids,1980,34.158965138,20.473757967,7080.75,227119.0,343.5252581774312,11.018763988560536,2455.243565,0.599367044179686,0.599367044179686,0.010810383829622357
United States,nuclear,1980,2.739168687,2.739168687,7080.75,227119.0,343.5252581774312,11.018763988560536,0.0,1.0,1.0,0.0
United States,renewables_n_other,1980,5.42834239,5.428342392,7080.75,227119.0,343.5252581774312,11.018763988560536,0.0,1.0000000003684366,1.0000000003684366,0.0
United States,all_energy_types,1981,76.057186938,66.909508037,7260.45,229416.2,331.52491819670973,10.47554723715472,4756.270103,0.879726305043901,0.879726305043901,0.02073205860353366
United States,coal,1981,15.907526424,18.3767727,7260.45,229416.2,331.52491819670973,10.47554723715472,1453.794003,1.1552250306040415,1.1552250306040415,0.0063369282683611704
United States,natural_gas,1981,19.747309671,19.699155047,7260.45,229416.2,331.52491819670973,10.47554723715472,1058.053976,0.9975614590137959,0.9975614590137959,0.004611940987602444
United States,petroleum_n_other_liquids,1981,31.890665863,20.412303121,7260.45,229416.2,331.52491819670973,10.47554723715472,2244.422124,0.6400713992203795,0.6400713992203795,0.00978318934757005
United States,nuclear,1981,3.007588734,3.007588734,7260.45,229416.2,331.52491819670973,10.47554723715472,0.0,1.0,1.0,0.0
United States,renewables_n_other,1981,5.413688433,5.413688435,7260.45,229416.2,331.52491819670973,10.47554723715472,0.0,1.0000000003694338,1.0000000003694338,0.0
United States,all_energy_types,1982,73.046188656,66.526732286,7129.56,231608.5,315.3864761267397,10.245539508188443,4636.631469,0.9107488495984042,0.9107488495984042,0.020019262976099753
United States,coal,1982,15.321581298,18.638772768,7129.56,231608.5,315.3864761267397,10.245539508188443,1502.932302,1.2165045112173252,1.2165045112173252,0.0064891068419336935
United States,natural_gas,1982,18.356222148,18.319024764,7129.56,231608.5,315.3864761267397,10.245539508188443,1032.089207,0.9979735817261259,0.9979735817261259,0.00445618017905215
United States,petroleum_n_other_liquids,1982,30.198363759,20.458149338,7129.56,231608.5,315.3864761267397,10.245539508188443,2101.60996,0.6774588683435827,0.6774588683435827,0.00907397595511391
United States,nuclear,1982,3.131148173,3.131148173,7129.56,231608.5,315.3864761267397,10.245539508188443,0.0,1.0,1.0,0.0
United States,renewables_n_other,1982,5.979637242,5.979637243,7129.56,231608.5,315.3864761267397,10.245539508188443,0.0,1.0000000001672342,1.0000000001672342,0.0
United States,all_energy_types,1983,72.915394279,64.066332665,7456.38,233731.0,311.96287304208687,9.778926808853626,4404.434841,0.8786393229920644,0.8786393229920644,0.018844033701135066
United States,coal,1983,15.894441803,17.246670732,7456.38,233731.0,311.96287304208687,9.778926808853626,1449.084615,1.085075584645242,1.085075584645242,0.006199796411259097
United States,natural_gas,1983,17.220836066,16.593389291,7456.38,233731.0,311.96287304208687,9.778926808853626,960.901404,0.9635646740613947,0.9635646740613947,0.00411114231317198
United States,petroleum_n_other_liquids,1983,30.032291719,20.528111329,7456.38,233731.0,311.96287304208687,9.778926808853626,1994.448822,0.683534627362881,0.683534627362881,0.008533094976703988
United States,nuclear,1983,3.202548979,3.202548979,7456.38,233731.0,311.96287304208687,9.778926808853626,0.0,1.0,1.0,0.0
